Example,subExample,Obs,binary,dQrel,dQmin,physics,Number of threads,intersections,Total Steps,Substeps per step,User Time(seg),Real Time(seg),System Time(seg),Average Time per step(seg),Profit User Time vs Dopri,Profit Real Time vs Dopri,Profit System Time vs Dopri,Macro Name,Experiment Folder
PutExample,PutSubExample,PutObs,amsEcal,0.1,0.01,PutPhysics,1,2608315,2625297,4.35317,229.506,229.5223,0.0255,8.742717490630584e-05,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_0_advanceExampleAmsEcal_withMagField.in_dQMin_0.01_dQRel_0.1_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,amsEcal,0.001,0.0001,PutPhysics,1,2608781,2625755,9.09913,237.157,237.17295000000001,0.026,9.032562063101851e-05,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_14_advanceExampleAmsEcal_withMagField.in_dQMin_0.0001_dQRel_0.001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,amsEcal,0.0001,1e-05,PutPhysics,1,2609051,2626025,13.0875,242.293,242.31365,0.033,9.227393113165335e-05,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_21_advanceExampleAmsEcal_withMagField.in_dQMin_0.00001_dQRel_0.0001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,amsEcal,1e-05,1e-06,PutPhysics,1,2609101,2626075,26.808,263.185,263.22285,0.048,0.0001002343230867359,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_28_advanceExampleAmsEcal_withMagField.in_dQMin_0.000001_dQRel_0.00001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,amsEcal,1e-06,1e-07,PutPhysics,1,2609141,2626115,70.4063,314.3815,314.47365,0.1,0.00011974862106191085,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_35_advanceExampleAmsEcal_withMagField.in_dQMin_0.0000001_dQRel_0.000001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,amsEcal,0.01,0.001,PutPhysics,1,2608781,2625757,6.09041,232.2285,232.2469,0.0265,8.844950237207785e-05,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_7_advanceExampleAmsEcal_withMagField.in_dQMin_0.001_dQRel_0.01_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
