Example,subExample,Obs,binary,dQrel,dQmin,physics,Number of threads,intersections,Total Steps,Substeps per step,User Time(seg),Real Time(seg),System Time(seg),Average Time per step(seg),Profit User Time vs Dopri,Profit Real Time vs Dopri,Profit System Time vs Dopri,Macro Name,Experiment Folder
PutExample,PutSubExample,PutObs,fullSimLight,0.0,0.0,PutPhysics,0,159231,972334,0.0,3738.6705,3746.5655,6.935,0.003853167224431111,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_0_fsl_example.g4_dQMin_1_dQRel_1_numberOfThreads_1_stepper_TemplatedDoPri_trialProposedStepModifier_1_beams_1_,PutExperimentFolder
