X Y Z LocalTime TrackLength
0.0000000000 0.0000000000 -2940.0000000000 0.0000000000 0.0000000000
0.0000109890 0.0006314440 -2931.0313066043 0.0308033168 8.9686934254
-0.0003689622 0.0141226148 -2897.3897628535 0.1463464890 42.6102402805
-0.0020141149 0.0812184633 -2839.1532126456 0.3463622992 100.8468312091
-0.0015498808 0.1454172440 -2805.7339999649 0.4611421094 134.2661059454
-0.0000153237 0.2216580632 -2774.3738833671 0.5688499914 165.6263155786
0.0021693956 0.3787587968 -2722.8000533286 0.7459831882 217.2003857653
0.0021265599 0.4366725761 -2706.5961285016 0.8016365744 233.4044141375
0.0024915858 0.5831754005 -2669.9748020690 0.9274150038 270.0260341229
-0.0026022007 1.5352521316 -2499.5691516093 1.5126894410 440.4343952321
0.0009846291 1.8959357493 -2450.0000000000 1.6829412956 490.0048604519
0.0014399543 1.9493798675 -2443.0737257509 1.7067305877 496.9314045944
0.0142954982 1.9847303236 -2440.2604236904 1.7163952613 499.7449682741
0.0547800843 2.1391031568 -2426.2894337606 1.7643943960 513.7171395052
0.0475113673 2.1456283170 -2423.8954918114 1.7726208897 516.1111084896
0.0131540790 2.1892006707 -2413.8766869379 1.8070513927 526.1302071346
0.0095807961 2.1920688958 -2412.6910845902 1.8111267553 527.3158199918
0.0206552589 2.1771706086 -2407.6263672441 1.8285365716 532.3806056198
0.0217280966 2.1769603442 -2407.4299337801 1.8292119444 532.5770421643
0.0558942025 2.1725662120 -2400.0000000000 1.8547577530 540.0071324301
0.2348862402 2.0858115669 -2362.7047599727 1.9830039549 577.3029034396
0.3372539693 2.0465561497 -2341.4392429170 2.0561290983 598.5687032191
0.3683188699 2.0361155752 -2334.9459606769 2.0784573579 605.0620681650
0.4473094037 2.0125555188 -2318.3740345534 2.1354427370 621.6341993499
0.7842604997 1.9629793254 -2247.6705962059 2.3785683392 692.3384617856
1.2610034368 2.0302811602 -2147.6717661663 2.7224311418 792.3384616476
1.3531945546 2.0614287369 -2128.2343831827 2.7892699224 811.7760882968
1.6211219894 2.1845748487 -2071.9153372164 2.9829329112 868.0959081288
