X Y Z LocalTime TrackLength
0.0000000000 0.0000000000 -2940.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0973814145 -2828.5356794499 0.3828286203 111.4643773655
-0.0019224812 0.1813059612 -2788.8512098658 0.5191267805 151.1489363879
-0.0089601595 0.5621413744 -2675.1768367041 0.9095481581 264.8239628505
-0.0124092503 0.8368378259 -2617.5107287845 1.1076070258 322.4907271239
-0.0204108950 1.4409023286 -2517.3530375570 1.4516090728 422.6502506170
-0.0234641025 1.9395069789 -2450.0000000000 1.6829422721 490.0051369278
-0.0235457664 1.9505840302 -2448.6042702492 1.6877361163 491.4009128956
-0.0291159266 2.1242134353 -2426.6644300791 1.7630949254 513.3421010337
-0.0716702867 2.2678633995 -2417.7481346225 1.7937360402 522.2597645525
-0.1145483922 2.4692582345 -2405.8261130839 1.8347129728 534.1837630609
-0.0994111925 2.5062882108 -2402.7762838867 1.8451971535 537.2338665162
-0.1102419320 2.5185123271 -2400.8012356092 1.8519866640 539.2089871360
-0.1122871941 2.5235228175 -2400.0000000000 1.8547411555 540.0102417537
-0.1605486125 2.6284841757 -2386.5782815646 1.9008836135 553.4324573785
-0.3637987920 3.1072559259 -2329.7260991370 2.0963364907 610.2870209905
-0.7208550000 4.0689592341 -2229.7313718826 2.4401134866 710.2870208537
-0.8152044904 4.3503378113 -2203.2913358310 2.5310139964 736.7287226278
-0.9238131140 4.6855296063 -2173.0678772523 2.6349223962 766.9542352925
-0.9433914604 4.7472239686 -2167.6163617497 2.6536647993 772.4061350363
-1.3035747695 5.9632912318 -2067.6244156273 2.9974422829 872.4061348995
-1.4357623641 6.4562932955 -2030.6439800368 3.1245848299 909.3900933317
-1.7901416576 7.8951330948 -1930.6549706593 3.4683624296 1009.3900931949
-1.7987526783 7.9322778804 -1928.2014027831 3.4767982674 1011.8439573331
-1.8489362863 8.1503891398 -1913.9231859500 3.5258896248 1026.1239281796
-1.8720868113 8.2521442057 -1907.3344115060 3.5485432057 1032.7135289838
-1.8915347648 8.3379904110 -1901.8066794283 3.5675487283 1038.2419618288
-2.0389416243 9.0058741598 -1859.7986602298 3.7119821031 1080.2555494095
-2.1056858322 9.3173406407 -1840.8144353207 3.7772548452 1099.2424465859
-2.1266214608 9.4156740007 -1834.8942712266 3.7976099925 1105.1634642921
-2.4788314457 11.1610933471 -1734.9101359835 4.1413878559 1205.1634641553
-2.4976254997 11.2583411527 -1729.6132281366 4.1596006396 1210.4612979684
-2.6021220077 11.8109539059 -1700.0000000000 4.2614227476 1240.0798664291
-2.6764872586 12.2109333891 -1679.0170052921 4.3335712175 1261.0668049630
-2.6969423149 12.3221991830 -1673.2121255624 4.3535309071 1266.8727869866
-2.7114788918 12.4008931344 -1669.1356499526 4.3675476348 1270.9500480128
-2.8181393325 12.9894496497 -1639.0886041100 4.4708632480 1301.0030473553
-3.0006322646 13.9831913262 -1589.3646924998 4.6418384819 1350.7372247929
-3.0244097694 14.1110532846 -1583.0279360831 4.6636274622 1357.0753156832
-3.1679682169 14.8701066642 -1545.9994047301 4.7909512228 1394.1119052990
-3.3438080361 15.8517102944 -1500.0000000000 4.9491250187 1440.1221198798
-3.7246442074 18.1093567430 -1400.0262242546 5.2929048171 1540.1221197430
-4.1075381083 20.5311485924 -1300.0562979920 5.6366847071 1640.1221196062
-4.1548923702 20.8424304994 -1287.6850110256 5.6792284843 1652.4974127648
-4.5045719216 23.2170528441 -1196.3023276955 5.9934922283 1743.9116206841
-4.5361379799 23.4341994481 -1188.1693525300 6.0214619501 1752.0475554082
-4.9238247593 26.1884370341 -1088.2080514447 6.3652420755 1852.0475552714
-4.9416377544 26.3160902480 -1083.7049736624 6.3807291065 1856.5524772648
-5.3379365419 29.2324951906 -983.7483062016 6.7245093414 1956.5524771280
-5.5654969488 30.9444967586 -927.4756661465 6.9180546845 2012.8516153042
-5.6715669815 31.7982088959 -900.0000000000 7.0125569163 2040.3407462073
-5.6909625519 31.9553007629 -894.9891725714 7.0297917500 2045.3540730089
-5.7652165447 32.5662256518 -875.6398456407 7.0963445800 2064.7131846053
-5.9163247576 33.7916312107 -837.4439292381 7.2277232606 2102.9290524538
-5.9223463005 33.8410015512 -835.9320208698 7.2329237195 2104.4417786699
-5.9880897365 34.3796007445 -819.5438205049 7.2892940638 2120.8389590971
-6.2127270541 36.2889155479 -762.5293084508 7.4854103895 2177.8858770875
-6.2934708063 37.0131321462 -741.5530066865 7.5575664098 2198.8748325948
-6.4273556286 38.2300972768 -706.6233453334 7.6777216807 2233.8259445115
-6.4530502597 38.4630491045 -700.0000000000 7.7005057369 2240.4534350167
-6.5083863156 38.9404743791 -686.5135716650 7.7468989545 2253.9484247114
-6.5320409130 39.1457563127 -680.7394038831 7.7667621575 2259.7262888329
-6.6204025030 39.9150030889 -659.2359059537 7.8407350262 2281.2437230718
-7.0074779932 43.3771917407 -564.8372399698 8.1654807685 2375.7066598026
-7.2036049674 45.1915496740 -516.7573542598 8.3308894065 2423.8211678576
-7.6122156677 49.0840097515 -416.8339854615 8.6746706872 2523.8211677208
-7.7273702080 50.2116888354 -388.5877182624 8.7718542462 2552.0901709782
-7.9403923392 52.3241991242 -336.5230953720 8.9509915196 2604.1980705034
-8.1505267774 54.4422064793 -285.4299785461 9.1267925273 2655.3355014641
-8.4730731416 57.7429870175 -207.7748776854 9.3939997832 2733.0613958472
-8.8856495082 62.1300380565 -107.8720178464 9.7377813663 2833.0613957104
-8.9182321794 62.4828124283 -100.0000000000 9.7648713119 2840.9413815253
-8.9544727421 62.8775158154 -91.2194109752 9.7950881061 2849.7309121248
-8.9690778209 63.0427702501 -87.5520611712 9.8077086762 2853.4020123607
-9.1253453693 64.8045489857 -48.7813838748 9.9411337937 2892.2130131113
-9.1726139198 65.3180989529 -37.6180400929 9.9795522735 2903.3882631391
-9.2068062357 65.6861427306 -29.6444788650 10.0069933703 2911.3703871845
-9.2972272303 66.6535789680 -8.7889456172 10.0787686933 2932.2485428518
-9.3911131787 67.6593673300 12.7715848527 10.1529712319 2953.8327247488
-9.4170806078 67.9413524131 18.7772592276 10.1736406027 2959.8450716034
-9.5147183398 69.0075987145 41.3989977270 10.2514971519 2982.4921349448
-9.6899895253 71.0351969905 83.8586622798 10.3976334871 3025.0005470168
-9.7567378603 71.8134101669 100.0000000000 10.4531894699 3041.1607715753
-10.1779029563 76.7237933584 199.8784691353 10.7969717422 3141.1607714385
-10.6032614200 81.7957853491 299.7488441589 11.1407540896 3241.1607713016
-10.8877767894 85.3187452420 367.3772487869 11.3735659740 3308.8814753570
-11.2707215327 90.2145584383 459.0898673183 11.6893095819 3400.7254819649
-11.3476248011 91.2201952900 477.6024869872 11.7530471353 3419.2655550275
-11.4979214998 93.2011815450 513.7677923011 11.8775646414 3455.4853871800
-11.9110418437 98.7849190685 613.6109144811 12.2213475858 3555.4853870431
-12.2698791825 103.7457542903 700.0000000000 12.5188304394 3642.0175425929
-12.2734292238 103.7940424136 700.8302903897 12.5216896864 3642.8492435469
-12.2740266760 103.8021504238 700.9697306317 12.5221698725 3642.9889205954
-12.3208830701 104.4363305436 711.8592851874 12.5596700977 3653.8970267189
-12.5630849476 107.7520433463 768.2851532510 12.7539891324 3710.4207519281
-12.6758408630 109.3563847252 795.3425910010 12.8471722553 3737.5259467008
-12.6948206797 109.6117064667 799.6218206867 12.8619098486 3741.8128285703
-12.8484132441 111.6861331522 834.2208135262 12.9810702622 3776.4742941103
-13.0834460087 114.8464518002 886.2285356641 13.1601959356 3828.5784805679
-13.1445905588 115.6947841601 900.0000000000 13.2076302001 3842.3761846630
-13.5885958078 121.9438276505 999.8035578245 13.5514139781 3942.3761845261
-13.8740168753 126.0273114335 1063.6709806144 13.7714303926 4006.3746560535
-14.3184321780 132.5390876381 1163.4577387805 14.1152143035 4106.3746559166
-14.3930920593 133.6598484257 1180.3984714674 14.1735817069 4123.3525858345
-14.7019234200 138.3585764807 1250.6888505906 14.4157704345 4193.8005194176
-15.1405909502 145.1604174532 1350.4562819986 14.7595545101 4293.8005192807
-15.5808761313 152.1275606303 1450.2122988821 15.1033386545 4393.8005191438
-15.8052805044 155.6674692891 1500.0000000000 15.2749347364 4443.7144112624
-16.0897542242 160.2146991054 1563.1464436369 15.4925866078 4507.0250110447
-16.1328386265 160.8813536094 1572.3456515110 15.5242953329 4516.2484437284
-16.1805123228 161.6315655133 1582.6819841744 15.5599238876 4526.6120755391
-16.3893007145 164.8763703595 1627.0772901127 15.7129569356 4571.1262942647
-16.6991303559 169.8287421073 1693.7867569466 15.9429274887 4638.0200572894
-16.7270712747 170.2924992254 1700.0000000000 15.9643473112 4644.2506464133
-16.8283032591 171.8522375567 1720.9322332103 16.0365095016 4665.2411543387
-17.2628874702 178.6348602014 1810.8632967978 16.3465606087 4755.4286836519
-17.5803681934 183.7095113551 1877.0635789254 16.5748175410 4821.8239443858
-17.8250266419 187.6536599222 1927.8466647438 16.7499299848 4872.7605531787
-18.3069376248 195.5185111097 2027.5357299263 17.0937150693 4972.7605530418
-18.7056527582 202.1702505179 2110.3189714624 17.3792321304 5055.8115657165
-19.1831236796 210.3269062953 2209.9846065999 17.7230173684 5155.8115655796
-19.4509470796 214.9912164817 2266.1358070415 17.9167240034 5212.1567964863
-19.9229560007 223.3900731851 2365.7813501076 18.2605093827 5312.1567963493
-20.0843183386 226.3104917641 2400.0000000000 18.3785770797 5346.5002224004
-20.2788317825 229.8529404224 2441.2200219832 18.5208094430 5387.8726413927
-22.2188772733 266.8744153289 2854.2680788088 19.9465196094 5802.5817904870
