[0, 19]	macro_0_extended_field01_singleBeam_noRand.in_dQMin_0.01_dQRel_0.1_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_
[20, 39]	macro_14_extended_field01_singleBeam_noRand.in_dQMin_0.0001_dQRel_0.001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_
[40, 59]	macro_21_extended_field01_singleBeam_noRand.in_dQMin_0.00001_dQRel_0.0001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_
[60, 79]	macro_28_extended_field01_singleBeam_noRand.in_dQMin_0.000001_dQRel_0.00001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_
[80, 99]	macro_35_extended_field01_singleBeam_noRand.in_dQMin_0.0000001_dQRel_0.000001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_
[100, 119]	macro_7_extended_field01_singleBeam_noRand.in_dQMin_0.001_dQRel_0.01_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_
