Example,subExample,Obs,binary,dQrel,dQmin,physics,Number of threads,intersections,Total Steps,Substeps per step,User Time(seg),Real Time(seg),System Time(seg),Average Time per step(seg),Profit User Time vs Dopri,Profit Real Time vs Dopri,Profit System Time vs Dopri,Macro Name,Experiment Folder
PutExample,PutSubExample,PutObs,field01,0.1,0.01,PutPhysics,0,3,2428,1.80478,4.273,4.5992370000000005,0.098,0.0018942491762767712,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_0_extended_field01_singleBeam_noRand.in_dQMin_0.01_dQRel_0.1_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field01,0.001,0.0001,PutPhysics,0,1,2047,9.75867,4.245,4.598839,0.1005,0.0022466238397655103,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_14_extended_field01_singleBeam_noRand.in_dQMin_0.0001_dQRel_0.001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field01,0.0001,1e-05,PutPhysics,0,1,2047,25.4333,4.2415,4.586348,0.1005,0.002240521739130435,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_21_extended_field01_singleBeam_noRand.in_dQMin_0.00001_dQRel_0.0001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field01,1e-05,1e-06,PutPhysics,0,1,2047,73.9936,4.2905,4.6283885,0.098,0.0022610593551538835,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_28_extended_field01_singleBeam_noRand.in_dQMin_0.000001_dQRel_0.00001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field01,1e-06,1e-07,PutPhysics,0,1,2047,226.06,4.3455,4.678939,0.094,0.002285754274548119,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_35_extended_field01_singleBeam_noRand.in_dQMin_0.0000001_dQRel_0.000001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field01,0.01,0.001,PutPhysics,0,2,1868,3.59315,4.231,4.58604,0.1015,0.002455053533190578,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_7_extended_field01_singleBeam_noRand.in_dQMin_0.001_dQRel_0.01_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
