Example,subExample,Obs,binary,dQrel,dQmin,physics,Number of threads,intersections,Total Steps,Substeps per step,User Time(seg),Real Time(seg),System Time(seg),Average Time per step(seg),Profit User Time vs Dopri,Profit Real Time vs Dopri,Profit System Time vs Dopri,Macro Name,Experiment Folder
PutExample,PutSubExample,PutObs,field03,0.1,0.01,PutPhysics,0,0,5215,18.7718,4.5735,4.9965425,0.212,0.0009581097794822628,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_0_extended_field03_singleBeam_noRand.in_dQMin_0.01_dQRel_0.1_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field03,0.001,0.0001,PutPhysics,0,0,18888,218.08,8.497,9.238579,0.48,0.0004891242587886489,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_14_extended_field03_singleBeam_noRand.in_dQMin_0.0001_dQRel_0.001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field03,0.0001,1e-05,PutPhysics,0,0,15250,650.609,9.686,10.35903,0.4135,0.000679280655737705,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_21_extended_field03_singleBeam_noRand.in_dQMin_0.00001_dQRel_0.0001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field03,1e-05,1e-06,PutPhysics,0,0,15250,2055.45,16.5,17.207025,0.438,0.0011283295081967214,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_28_extended_field03_singleBeam_noRand.in_dQMin_0.000001_dQRel_0.00001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field03,1e-06,1e-07,PutPhysics,0,0,15250,6495.88,37.4615,38.226304999999996,0.483,0.002506642950819672,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_35_extended_field03_singleBeam_noRand.in_dQMin_0.0000001_dQRel_0.000001_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
PutExample,PutSubExample,PutObs,field03,0.01,0.001,PutPhysics,0,0,28737,67.7364,9.7275,10.64487,0.66,0.0003704238438250339,PutProfitUserTime,PutProfitRealTime,PutProfitSystemTime,macro_7_extended_field03_singleBeam_noRand.in_dQMin_0.001_dQRel_0.01_numberOfThreads_1_stepper_QSS2_trialProposedStepModifier_0.0006_,PutExperimentFolder
