X Y Z LocalTime TrackLength
-98.8200000000 -0.0798549344 2.6812815765 0.0000000000 0.0000000000
-82.3500000000 -0.0798549344 2.6812815765 0.0551905847 16.4700000000
-81.8500000000 -0.0798549344 2.6812815765 0.0568660730 16.9700039256
-81.3657356250 -0.0799510557 2.6820922049 0.0584888409 17.4542726747
-80.6070966407 -0.0825167271 2.6846906015 0.0610310752 18.2129205475
-80.1200000000 -0.0843650482 2.6864230840 0.0626633637 18.7000275102
-79.7609877973 -0.0861012153 2.6864060802 0.0638664396 19.0590459426
-78.7450020571 -0.0943393572 2.6893806935 0.0672711781 20.0750696212
-78.3900000000 -0.0974435883 2.6902462449 0.0684608557 20.4300882934
-77.8770458434 -0.1044148381 2.6926949109 0.0701799728 20.9430998178
-77.1571184377 -0.0913218233 2.6962041858 0.0725929301 21.6631549399
-76.6600000000 -0.0825035953 2.6984985061 0.0742590922 22.1603607849
-76.2955796410 -0.0754980477 2.7022760956 0.0754805918 22.5248701528
-75.3038946546 -0.0581426307 2.7159812812 0.0788046651 23.5168019020
-74.9300000000 -0.0518652989 2.7213476020 0.0800579349 23.8907899674
-74.4806293820 -0.0452234208 2.7284638020 0.0815641863 24.3402692080
-73.6353032219 -0.0293592086 2.7419488180 0.0843978528 25.1858519283
-73.2000000000 -0.0211550467 2.7489556237 0.0858570652 25.6212918447
-72.7968166801 -0.0119998403 2.7551588217 0.0872087064 26.0246293875
-71.8874336165 0.0073323250 2.7674957110 0.0902571810 26.9343017792
-71.4700000000 0.0160133213 2.7732489480 0.0916565128 27.3518680634
-71.0756125924 0.0248519745 2.7774089447 0.0929785881 27.7463789142
-70.1193447562 0.0487717814 2.7890128951 0.0961844859 28.7030164826
-69.7400000000 0.0584856154 2.7938956873 0.0974562754 29.0825193005
-69.2671087348 0.0692870943 2.8023123245 0.0990417146 29.5556123631
-68.5014018025 0.0863506657 2.8141800038 0.1016087422 30.3216015024
-68.0100000000 0.0970701828 2.8218346786 0.1032561499 30.8131836781
-67.6577995314 0.1003046362 2.8291656392 0.1044367770 31.1654772706
-66.6281247409 0.1093225110 2.8448256959 0.1078880604 32.1953108416
-66.2800000000 0.1122570666 2.8503416021 0.1090549212 32.5434935905
-65.7494225261 0.1178971608 2.8600603561 0.1108334541 33.0741945622
-65.0869393578 0.1225013207 2.8718663475 0.1130540645 33.7367990172
-64.5500000000 0.1262496212 2.8812071722 0.1148538469 34.2738373363
-64.0500000000 0.1310042271 2.8891441044 0.1165298129 34.7739269566
-63.5500000000 0.1366717468 2.8971160456 0.1182058208 35.2740266508
-63.2332868364 0.1410527892 2.9010941901 0.1192674349 35.5907967134
-62.1322836505 0.1565714404 2.9203264664 0.1229582650 36.6920774782
-61.8200000000 0.1608684989 2.9260144915 0.1240051262 37.0044440593
-60.0900000000 0.1831270417 2.9560892415 0.1298044323 38.7348970495
-59.7846230750 0.1846374056 2.9597374516 0.1308279799 39.0403010126
-58.6637327391 0.1906641991 2.9726612626 0.1345849259 40.1612822935
-58.3600000000 0.1925770335 2.9766019561 0.1356029875 40.4650481154
-56.6300000000 0.2094675998 2.9971224483 0.1414017548 42.1953009187
-56.3288957285 0.2174340883 3.0021926727 0.1424114168 42.4965547085
-55.2002057635 0.2493226418 3.0222530195 0.1461963991 43.6258735947
-54.9000000000 0.2575694870 3.0276048004 0.1472030987 43.9262417640
-53.1700000000 0.3040250061 3.0598700055 0.1530044247 45.6572150931
-52.8692270522 0.3158206637 3.0670437564 0.1540135673 45.9583062118
-51.7427501418 0.3604954087 3.0931785144 0.1577931041 47.0859717646
-51.4400000000 0.3727922574 3.1001425548 0.1588089221 47.3890530623
-49.7100000000 0.4417660611 3.1435318104 0.1646137295 49.1210203751
-49.3979075058 0.4526142262 3.1537681816 0.1656609769 49.4334706885
-48.3019691298 0.4899407911 3.1935207487 0.1693388330 50.5307650596
-47.9800000000 0.5009873298 3.2053252548 0.1704193544 50.8531415483
-47.4067822059 0.5197118750 3.2286734357 0.1723432633 51.4271455898
-46.7876589456 0.5383219184 3.2519863367 0.1744208410 52.0469872477
-46.2500000000 0.5540389893 3.2724941520 0.1762250411 52.5852714699
-45.7500000000 0.5682191039 3.2931881071 0.1779030547 53.0859045456
-45.2500000000 0.5846949616 3.3125352594 0.1795811326 53.5865540562
-44.8884637622 0.5939161464 3.3261311773 0.1807941961 53.9484655173
-43.8956238690 0.6198756405 3.3628691555 0.1841254645 54.9423241508
