Example,subExample,Obs,binary,dQrel,dQmin,physics,Number of threads,intersections,Total Steps,Substeps per step,User Time(seg),Real Time(seg),System Time(seg),Average Time per step(seg),Profit User Time vs Dopri,Profit Real Time vs Dopri,Profit System Time vs Dopri,Macro Name,Experiment Folder
PutExample,PutSubExample,PutObs,exampleB5,N/A,N/A,PutPhysics,1,1,35,N/A,49.123,52.305065,6.3595,1.4944304285714285,N/A,N/A,N/A,macro_0_exampleB5_singleBeam_verbose.in_dQMin_1_dQRel_1_numberOfThreads_1_stepper_DoPri_trialProposedStepModifier_1_,PutExperimentFolder
