X Y Z LocalTime TrackLength
100.0000000000 100.0000000000 100.0000000000 0.0000000000 0.0000000000
99.9987625063 100.0482022237 76.4610009313 0.0785178910 23.5390620581
100.0053916261 100.0994204157 58.4473401071 0.1386052740 41.5527984652
100.0190837190 100.1352622688 45.5427800563 0.1816504656 54.4574163064
100.1497129344 100.3076683280 -26.4465638236 0.4217822753 126.4471149067
100.1876991930 100.3508239114 -50.9813879384 0.5036219066 150.9820093730
100.1946484465 100.3560774673 -54.8209998888 0.5164295131 154.8216312586
100.2778263070 100.4422025347 -96.9004375876 0.6567920505 196.9012491407
100.3080371222 100.4769853572 -111.4664488470 0.7053793026 211.4673342439
100.3291618195 100.4963793648 -120.7747123934 0.7364284912 220.7756423363
100.4679222457 100.5676010137 -168.0924948020 0.8942645628 268.0936940262
100.6741735055 100.6955717543 -236.0869206130 1.1210711196 336.0885808545
100.9130394814 100.8539388900 -293.9387503789 1.3140465296 393.9411424128
101.2025973121 100.9948326570 -354.6861680534 1.5166810573 454.6894351925
101.2449863993 101.0104197067 -362.9026138422 1.5440885987 462.9060053976
101.3402103265 101.0450268554 -380.7695214432 1.6036871767 480.7732017940
101.4978329255 101.0938559549 -408.7566047564 1.6970437091 508.7607755546
101.5309392782 101.1032595175 -414.0869281844 1.7148241341 514.0912101963
101.5605535672 101.1108230246 -418.7875591022 1.7305040907 518.7919405664
102.0498752516 101.2155910100 -482.9288103921 1.9444628965 582.9351673733
102.1516392449 101.2301493803 -495.0276559227 1.9848217790 595.0344502924
102.6664598601 101.3467323617 -558.5701508400 2.1967841563 658.5791627427
103.3368907877 101.4980117454 -633.1086515066 2.4454285270 733.1208639551
103.3457511965 101.5011890052 -634.1913130480 2.4490400356 734.2035664165
104.0360701949 101.7555718937 -723.9259214632 2.7483726889 823.9412405896
104.1011831751 101.7750816371 -732.9231202030 2.7783849856 832.9386964282
104.1585443045 101.7922441726 -740.8682722714 2.8048879265 840.8840743599
104.3009072183 101.8354816591 -760.1172356337 2.8690975085 860.1336145086
104.3367743544 101.8460788749 -764.9632837133 2.8852626747 864.9798069934
104.7694849330 101.9012473508 -825.7859388149 3.0881506230 925.8040733712
105.2083215980 101.9396234898 -886.6177813109 3.2910692335 986.6375320345
105.3640918281 101.9638950399 -906.6170054063 3.3577815719 1006.6373794444
105.4230331311 101.9772087879 -914.3577118039 3.3836025893 1014.3783219402
105.9363530835 102.1433009770 -990.4876200943 3.6375511447 1090.5101783942
106.2457854364 102.2707757909 -1037.6833111539 3.7949830646 1137.7070684351
106.3947346867 102.3465047187 -1058.8220062939 3.8654964018 1158.8464262795
106.4944003389 102.3935128550 -1072.9777231113 3.9127162458 1173.0025729069
106.6406074405 102.4488997251 -1095.6947637975 3.9884939712 1195.7201541610
106.7180568938 102.4767441981 -1107.8589633375 4.0290703233 1207.8846328034
106.7546711394 102.4908008975 -1113.7694856775 4.0487861480 1213.7952854029
107.0859549118 102.6250400288 -1171.5053931548 4.2413761980 1271.5323188763
107.5910640044 102.6995949584 -1265.8868397746 4.5562035794 1365.9151988202
107.6218818273 102.6987398544 -1270.8742968321 4.5728402719 1370.9027512575
107.6690370648 102.6980157393 -1278.8410817879 4.5994150856 1378.8696760719
107.7562884442 102.6932608569 -1294.6464921546 4.6521370929 1394.6753291309
107.8155998526 102.6848870507 -1306.4760257297 4.6915966960 1406.5050149848
108.0573513678 102.6588025329 -1349.6992072161 4.8357760667 1449.7288906194
108.0976543353 102.6542882369 -1356.7533147237 4.8593064378 1456.7831149101
108.1690067665 102.6507719645 -1369.0578239091 4.9003505758 1469.0878321746
108.6562617662 102.5654549676 -1453.0355663307 5.1804751756 1553.0670733057
109.2817074729 102.3419216815 -1553.3822778852 5.5152032824 1653.4160451895
109.3773086368 102.3247621851 -1566.9334426614 5.5604062874 1666.9675589079
109.8399382767 102.2630993670 -1635.3236066178 5.7885367505 1735.3593429745
109.8641983523 102.2593523078 -1639.1439125951 5.8012801893 1739.1797278705
109.8643735449 102.2593299414 -1639.1708967987 5.8013702009 1739.2067126520
110.2713610757 102.2358106104 -1704.1867316664 6.0182440615 1804.2238511124
110.7561922215 102.2675911732 -1789.6930914421 6.3034673345 1889.7316368767
110.9752219112 102.2985084546 -1832.6674313493 6.4468162766 1932.7065562953
111.0161034875 102.3079765652 -1840.1116070544 6.4716477815 1940.1508505040
111.4197902139 102.4427352412 -1921.7971189351 6.7441251665 2021.8375130465
111.7986664788 102.5640204046 -1988.7907757056 6.9675960051 2088.8323763778
111.8778024273 102.5818030113 -2000.2906158840 7.0059563172 2100.3325031928
111.8909231218 102.5858468990 -2002.2395875301 7.0124575516 2102.2815231998
112.0837978551 102.6395602457 -2030.3702986916 7.1062939295 2130.4129509402
112.4346781713 102.7199908737 -2079.8029125194 7.2711878389 2179.8468892349
112.6725562389 102.7746145021 -2113.7776398997 7.3845183152 2213.8224996477
112.8181798480 102.7996690999 -2135.3162491758 7.4563651106 2235.3616180633
112.9281663178 102.8171999005 -2152.5424781381 7.5138268566 2252.5882085228
113.1386716671 102.8582167751 -2185.1764447441 7.6226844599 2285.2228855391
113.7151427088 102.9750861172 -2272.7898648163 7.9149381120 2372.8383272143
